age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,previously_contacted,days_since_previous_contact
39,admin.,married,university.degree,no,yes,yes,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
49,technician,married,basic.9y,no,no,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
34,admin.,married,high.school,no,yes,no,telephone,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
57,unknown,married,unknown,unknown,yes,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
60,admin.,married,unknown,unknown,no,yes,telephone,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
42,management,married,university.degree,no,no,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
53,admin.,divorced,university.degree,unknown,no,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
37,technician,single,professional.course,no,no,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
54,services,married,unknown,no,yes,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
49,blue-collar,married,basic.4y,no,no,no,telephone,may,mon,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
52,admin.,divorced,university.degree,no,no,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
52,admin.,divorced,university.degree,no,no,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
43,services,single,high.school,unknown,no,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
34,housemaid,married,basic.6y,no,yes,no,telephone,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
35,admin.,married,high.school,no,yes,no,telephone,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
42,entrepreneur,married,unknown,unknown,yes,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
43,technician,married,unknown,unknown,yes,yes,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
60,retired,divorced,university.degree,unknown,no,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
35,services,divorced,high.school,no,yes,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
55,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
36,blue-collar,married,high.school,no,no,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
52,admin.,divorced,university.degree,no,no,no,telephone,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
56,admin.,married,unknown,no,yes,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
48,blue-collar,divorced,basic.4y,unknown,yes,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
40,blue-collar,married,high.school,unknown,yes,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
49,blue-collar,divorced,high.school,no,no,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
41,services,married,high.school,no,no,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
45,technician,married,high.school,no,yes,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
32,admin.,married,university.degree,no,yes,yes,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
42,admin.,married,university.degree,no,no,yes,telephone,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
50,admin.,married,basic.6y,no,no,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
31,technician,divorced,professional.course,no,yes,yes,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
56,retired,married,basic.4y,no,yes,no,telephone,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
41,technician,married,professional.course,unknown,yes,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
41,technician,married,professional.course,unknown,no,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
35,blue-collar,married,unknown,no,yes,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
37,blue-collar,married,basic.6y,no,yes,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
52,management,married,university.degree,no,no,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
39,management,divorced,university.degree,no,no,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
39,housemaid,married,basic.4y,unknown,no,no,telephone,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
34,services,married,high.school,no,yes,no,telephone,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
45,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
43,unemployed,single,university.degree,no,yes,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
39,management,married,university.degree,no,yes,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
53,blue-collar,married,basic.4y,no,yes,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
38,unknown,divorced,high.school,unknown,yes,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
42,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
42,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
35,admin.,single,high.school,no,yes,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
51,blue-collar,married,basic.4y,no,yes,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
60,blue-collar,married,basic.9y,unknown,no,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
40,blue-collar,married,unknown,no,yes,yes,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
51,blue-collar,married,unknown,unknown,yes,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
51,blue-collar,married,unknown,unknown,no,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
40,blue-collar,married,basic.9y,unknown,no,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
42,blue-collar,married,basic.9y,unknown,no,no,telephone,may,mon,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
39,services,divorced,high.school,unknown,no,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
37,entrepreneur,married,basic.6y,no,no,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
38,services,married,high.school,no,yes,yes,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
56,admin.,divorced,unknown,unknown,no,no,telephone,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
40,blue-collar,married,unknown,no,no,no,telephone,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
54,management,divorced,university.degree,no,yes,no,telephone,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
36,services,married,high.school,unknown,no,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
42,admin.,single,university.degree,unknown,no,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
43,services,married,high.school,no,no,no,telephone,may,mon,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
46,management,married,basic.9y,no,no,no,telephone,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
44,services,married,high.school,no,yes,yes,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
51,admin.,single,basic.6y,no,no,no,telephone,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
37,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
34,technician,married,high.school,no,no,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
46,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
42,blue-collar,married,basic.9y,no,yes,yes,telephone,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
51,technician,married,basic.6y,unknown,no,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
54,retired,married,high.school,unknown,no,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
49,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
34,admin.,married,university.degree,no,yes,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
41,technician,married,professional.course,no,no,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
38,blue-collar,single,basic.9y,no,yes,no,telephone,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
48,blue-collar,married,basic.4y,no,yes,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
37,admin.,married,high.school,unknown,yes,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
34,blue-collar,single,basic.9y,unknown,no,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
40,admin.,married,basic.9y,unknown,yes,no,telephone,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
33,services,married,high.school,no,no,no,telephone,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
32,services,single,basic.6y,no,no,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
39,blue-collar,married,high.school,no,yes,no,telephone,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
43,admin.,married,unknown,no,no,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
36,services,single,basic.4y,no,no,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
35,student,single,university.degree,unknown,yes,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
59,admin.,married,university.degree,no,no,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
57,retired,married,unknown,unknown,no,no,telephone,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
39,blue-collar,married,professional.course,unknown,yes,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
30,blue-collar,single,unknown,no,yes,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
30,blue-collar,single,unknown,no,yes,yes,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
50,housemaid,married,basic.4y,unknown,no,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
35,admin.,married,high.school,no,yes,no,telephone,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
36,services,single,basic.6y,unknown,yes,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
46,technician,married,basic.4y,unknown,yes,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
40,technician,married,basic.9y,no,no,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
58,retired,married,university.degree,no,no,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
35,admin.,single,university.degree,no,no,no,telephone,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
43,retired,married,basic.4y,unknown,no,no,telephone,may,mon,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
39,admin.,married,professional.course,no,yes,no,telephone,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
50,services,divorced,professional.course,no,yes,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
32,management,divorced,basic.4y,unknown,yes,no,telephone,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
39,admin.,married,high.school,unknown,no,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
52,self-employed,married,university.degree,unknown,no,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
56,blue-collar,married,basic.4y,no,no,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
48,admin.,married,high.school,no,no,no,telephone,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
43,management,married,university.degree,unknown,no,yes,telephone,may,mon,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
57,retired,married,high.school,no,no,no,telephone,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
36,technician,single,professional.course,no,no,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
34,management,married,university.degree,no,yes,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
34,services,single,basic.9y,no,no,no,telephone,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
33,services,divorced,unknown,no,no,no,telephone,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
32,technician,single,professional.course,no,no,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
36,technician,single,high.school,no,yes,no,telephone,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
36,blue-collar,single,high.school,no,no,yes,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
40,technician,divorced,professional.course,no,no,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
51,services,married,basic.6y,no,yes,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
28,services,married,unknown,no,no,no,telephone,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
53,services,married,high.school,no,yes,yes,telephone,may,mon,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
58,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
45,management,married,basic.9y,no,no,yes,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
33,admin.,married,high.school,no,no,yes,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
33,admin.,married,high.school,no,no,yes,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
27,blue-collar,single,basic.6y,no,unknown,unknown,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
42,technician,married,high.school,no,no,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
43,admin.,divorced,basic.9y,no,no,no,telephone,may,mon,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
27,blue-collar,single,basic.6y,no,no,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
34,self-employed,single,university.degree,no,yes,no,telephone,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
31,student,single,university.degree,unknown,no,no,telephone,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
52,unemployed,married,high.school,unknown,yes,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
47,management,divorced,university.degree,no,no,no,telephone,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
32,admin.,single,high.school,no,no,no,telephone,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
49,housemaid,single,high.school,unknown,yes,yes,telephone,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
50,blue-collar,married,basic.9y,unknown,no,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
34,services,married,high.school,no,no,no,telephone,may,mon,1,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
55,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
47,technician,single,basic.9y,no,no,no,telephone,may,mon,4,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
51,retired,married,professional.course,no,no,no,telephone,may,mon,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
47,blue-collar,married,basic.6y,no,no,no,telephone,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
36,blue-collar,married,basic.9y,no,yes,no,telephone,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
42,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
39,housemaid,married,basic.9y,no,yes,no,telephone,may,mon,3,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
37,admin.,single,high.school,no,yes,yes,telephone,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
60,blue-collar,married,unknown,unknown,yes,no,telephone,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
36,services,married,high.school,no,no,no,telephone,may,mon,2,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0,0
