train_position,row_id,group_id,y,fold
537,782,760,0,1
538,783,761,0,4
539,785,763,0,1
540,786,764,0,1
541,787,765,0,1
542,789,767,0,1
543,790,768,0,3
544,792,770,0,2
545,794,772,0,2
546,795,773,0,2
547,796,774,0,3
548,798,776,0,2
549,799,777,0,3
550,801,779,0,4
551,803,781,0,1
552,804,782,0,2
553,806,773,0,2
554,808,785,0,3
555,809,786,0,1
556,810,787,0,1
557,811,788,0,5
558,813,790,0,5
559,816,793,0,2
560,819,796,0,3
561,820,797,1,4
562,821,798,0,5
563,822,799,0,1
564,823,800,0,4
565,825,802,0,2
566,826,803,0,1
567,827,804,0,1
568,828,805,0,3
569,829,806,0,4
570,830,807,0,5
571,831,808,0,4
572,832,809,1,4
573,834,811,0,2
574,835,812,0,4
575,838,815,0,2
576,839,816,0,1
577,841,818,0,5
578,842,819,0,3
579,843,820,0,1
580,845,822,0,5
581,847,824,0,4
582,848,825,0,4
583,849,826,0,2
584,850,827,0,2
585,851,828,0,1
586,852,829,0,4
587,853,830,0,3
588,854,831,0,2
589,855,832,0,4
590,856,833,1,3
591,858,835,0,3
592,859,836,0,1
593,860,837,0,5
594,861,835,0,3
595,863,839,0,2
596,865,841,0,3
597,866,842,0,1
598,867,843,0,2
599,869,845,0,4
600,870,846,1,2
601,874,849,0,5
602,875,850,0,5
603,877,852,0,2
604,880,855,0,5
605,881,856,0,2
606,882,857,0,3
607,883,858,0,5
608,885,860,0,5
609,886,861,0,1
610,888,863,0,4
611,890,865,0,3
612,891,866,0,2
613,892,867,0,3
614,893,868,0,1
615,895,870,0,3
616,896,871,0,2
617,897,872,0,3
618,900,875,0,1
619,901,876,0,5
620,902,877,0,1
621,903,878,0,4
622,904,879,0,5
623,906,881,0,5
624,907,882,0,5
625,908,883,0,2
626,910,885,0,4
627,911,886,0,2
628,912,887,0,1
629,913,888,0,5
630,914,889,0,1
631,917,892,0,3
632,919,894,0,2
633,920,895,0,5
634,922,897,0,3
635,923,898,0,1
636,924,899,0,5
637,925,900,0,5
638,928,903,0,3
639,930,905,0,2
640,932,907,0,4
641,933,908,0,2
642,934,909,0,4
643,935,910,0,2
644,936,911,0,1
645,937,912,0,3
646,941,916,0,4
647,942,917,0,2
648,944,917,0,2
649,945,919,0,3
650,946,920,0,5
651,947,921,0,1
652,948,922,0,3
653,949,923,0,5
654,950,924,0,4
655,951,925,0,3
656,952,926,0,3
657,953,927,0,3
658,954,928,0,2
659,956,930,0,5
660,958,932,0,4
661,960,934,0,4
662,961,935,0,5
663,962,936,0,5
664,963,937,0,4
665,964,938,0,4
666,965,930,0,5
667,966,939,0,2
668,967,938,0,4
669,969,941,0,3
670,970,942,0,1
671,971,943,0,1
672,973,945,0,1
673,974,946,0,3
674,976,948,0,1
675,978,950,0,1
676,980,952,0,3
677,981,953,0,4
678,982,954,0,5
679,983,955,0,1
680,984,956,0,5
681,986,956,0,5
682,987,958,0,4
683,988,959,0,1
684,989,960,0,3
685,991,962,0,3
686,993,964,0,5
687,995,966,0,2
688,997,968,0,1
689,998,969,0,2
690,1000,971,0,3
691,1001,972,0,1
692,1002,973,0,1
693,1005,976,0,3
694,1006,977,0,4
695,1008,978,0,5
696,1009,979,0,3
697,1010,980,0,5
698,1011,981,0,5
699,1013,983,0,4
700,1014,984,0,2
701,1016,985,0,5
702,1018,987,0,2
703,1020,985,0,5
704,1021,989,0,4
705,1022,990,0,4
706,1023,991,0,5
707,1024,992,0,2
708,1025,993,0,3
709,1027,995,0,2
710,1028,996,0,2
711,1030,998,0,2
712,1031,999,0,4
713,1032,1000,0,2
714,1034,1002,0,2
715,1035,1003,0,1
716,1036,1004,0,4
717,1038,1006,0,2
718,1039,1007,0,4
719,1040,1008,0,3
720,1041,1009,0,2
721,1042,1010,0,2
722,1043,1011,0,3
723,1044,1012,0,1
724,1045,1013,0,3
725,1046,1014,0,1
726,1049,1017,0,2
727,1050,1018,0,3
728,1051,1019,0,4
729,1053,1021,0,4
730,1054,1022,0,1
731,1055,1023,0,1
732,1056,808,0,4
733,1057,1024,0,4
734,1059,1026,0,1
735,1062,1029,0,3
736,1063,1030,0,4
737,1064,1031,0,4
738,1066,1033,0,5
739,1067,1034,0,3
740,1068,1035,0,2
741,1069,1036,0,1
742,1070,1037,0,2
743,1071,1038,0,3
744,1072,1039,0,1
745,1073,1040,0,2
746,1074,1041,0,3
747,1075,1042,0,4
748,1076,1043,0,2
749,1078,1045,1,5
750,1079,1046,0,1
751,1081,1048,0,4
752,1083,1049,0,4
753,1084,1050,0,4
754,1085,1051,0,1
755,1086,1052,0,3
756,1087,1053,0,2
757,1088,895,0,5
758,1089,1054,0,2
759,1090,1055,0,2
760,1091,1056,0,5
761,1092,1057,0,2
762,1094,1059,0,3
763,1095,1060,0,1
764,1098,1063,0,3
765,1099,1064,0,1
766,1100,1065,0,4
767,1101,1066,0,2
768,1102,1067,0,5
769,1103,1068,0,5
770,1104,1069,0,5
771,1105,1070,0,4
772,1106,1071,0,4
773,1107,1072,0,5
774,1108,1073,0,4
775,1109,1074,0,5
776,1110,1075,0,4
777,1111,1076,0,3
778,1112,1077,0,4
779,1113,1078,0,2
780,1114,1079,1,2
781,1115,1080,0,5
782,1116,1081,0,1
783,1117,1082,0,4
784,1118,1083,0,4
785,1119,1084,0,4
786,1121,1086,0,2
787,1122,1087,0,1
788,1123,1088,0,1
789,1124,1089,0,2
790,1126,1091,0,3
791,1127,1092,0,1
792,1128,1093,0,3
793,1129,1094,0,4
794,1131,1096,0,1
795,1132,1097,0,4
796,1133,1098,0,5
797,1134,1099,0,2
798,1135,1099,0,2
799,1136,1100,0,5
800,1137,1101,0,5
801,1139,1103,0,4
802,1140,1104,0,5
803,1141,1105,0,3
804,1142,1106,0,1
805,1143,1107,0,1
806,1144,1108,0,1
807,1146,1110,0,4
808,1147,1111,0,3
809,1149,1113,0,4
810,1150,1114,0,1
811,1151,1115,0,3
812,1152,1116,0,4
813,1153,1117,0,5
814,1154,1118,0,1
815,1155,1119,0,5
816,1157,1121,0,2
817,1159,1123,0,2
818,1161,1125,0,2
819,1162,1126,0,2
820,1163,1127,0,4
821,1164,1128,0,2
822,1165,1129,0,1
823,1166,1130,1,5
824,1167,1131,0,4
825,1168,1132,0,3
826,1169,1133,0,4
827,1171,1135,0,4
828,1173,1137,0,2
829,1175,1139,0,5
830,1176,1140,0,2
831,1177,1141,0,1
832,1179,1143,0,2
833,1181,1145,0,1
834,1182,1146,0,4
835,1183,1147,0,2
836,1184,1148,0,2
837,1187,1151,0,1
838,1189,1153,1,1
839,1190,1154,0,4
840,1191,1155,0,4
841,1192,1156,0,2
842,1193,1157,0,2
843,1194,1156,0,2
844,1195,1158,0,4
845,1198,1161,0,4
846,1199,1162,0,5
847,1200,1163,0,5
848,1201,1164,0,1
849,1203,1166,0,5
850,1204,1167,0,5
851,1205,1168,0,3
852,1206,1169,0,1
853,1208,1171,0,2
854,1209,1172,0,4
855,1212,1175,0,5
856,1213,1176,0,2
857,1214,1177,0,5
858,1215,1178,0,1
859,1219,1182,0,4
860,1221,1184,0,5
861,1222,1185,0,2
862,1223,1184,0,5
863,1226,1188,0,2
864,1227,1189,0,3
865,1228,1190,0,1
866,1229,1191,0,3
867,1230,1192,0,2
868,1231,1193,0,3
869,1233,1195,1,3
870,1234,1137,0,2
871,1235,1196,0,1
872,1236,1197,0,1
873,1237,1198,0,1
874,1239,1200,0,4
875,1240,1201,0,5
876,1241,1202,0,4
877,1242,1203,0,2
878,1243,1204,0,3
879,1245,1206,0,3
880,1246,1207,0,5
881,1247,1208,0,5
882,1248,1209,0,2
883,1249,1210,0,4
884,1250,1211,0,5
885,1251,1206,0,3
886,1252,1212,0,2
887,1253,1213,0,4
888,1255,1215,0,5
889,1256,1216,1,3
890,1257,1217,0,5
891,1259,1210,0,4
892,1260,1219,0,2
893,1269,1226,0,1
894,1272,1229,0,2
895,1273,1230,0,2
896,1274,1231,0,5
897,1275,1232,0,3
898,1279,1236,0,2
899,1280,1237,0,5
900,1283,1240,0,4
901,1285,1242,0,1
902,1289,1245,0,3
903,1290,1246,0,5
904,1291,1247,0,5
905,1292,1248,0,4
906,1293,1249,0,5
907,1294,1250,0,1
908,1295,1251,0,2
909,1296,1252,0,5
910,1297,1253,0,2
911,1298,1254,0,3
912,1300,1256,0,4
913,1302,1258,0,4
914,1303,1259,0,2
915,1305,1261,0,3
916,1306,1262,0,5
917,1307,1263,0,3
918,1310,1266,0,4
919,1311,1267,0,5
920,1312,1268,0,2
921,1314,1270,0,5
922,1316,1272,0,4
923,1319,1275,1,2
924,1320,1276,0,2
925,1324,1280,0,2
926,1327,1283,0,3
927,1328,1284,0,1
928,1329,1285,0,2
929,1330,1286,0,4
930,1331,1287,0,3
931,1332,1288,0,2
932,1333,1289,0,2
933,1334,1290,0,4
934,1336,1292,0,5
935,1337,1293,0,4
936,1338,1294,0,5
937,1339,1295,0,1
938,1341,1297,0,2
939,1342,1298,0,5
940,1343,1299,0,5
941,1344,1300,0,4
942,1345,1301,0,1
943,1346,1254,0,3
944,1347,1302,0,2
945,1348,1303,1,3
946,1351,1306,0,5
947,1353,1308,0,2
948,1354,1309,0,5
949,1355,1310,0,4
950,1356,1311,0,3
951,1358,1313,0,2
952,1359,1314,0,3
953,1362,1317,0,5
954,1363,1318,0,1
955,1365,1320,0,5
956,1366,1321,0,5
957,1367,1322,0,4
958,1368,1323,0,4
959,1369,1324,0,3
960,1370,1325,0,5
961,1371,1326,0,3
962,1372,1327,0,3
963,1374,1329,0,2
964,1375,1330,0,2
965,1378,1333,0,5
966,1379,1334,0,5
967,1381,1336,0,5
968,1382,1337,0,2
969,1383,1338,0,1
970,1384,1339,0,4
971,1385,1340,0,3
972,1386,1341,0,4
973,1387,1342,0,3
974,1391,1345,0,1
975,1393,1347,0,1
976,1396,1349,1,2
977,1397,1350,0,1
978,1399,1350,0,1
979,1400,1352,0,1
980,1401,1353,0,3
981,1402,1354,0,5
982,1403,1355,0,1
983,1405,1357,0,2
984,1406,1358,0,3
985,1408,1360,0,1
986,1412,1364,0,4
987,1413,1365,0,1
988,1414,1366,0,3
989,1415,1367,0,2
990,1417,1369,0,3
991,1419,1371,0,1
992,1421,1372,0,3
993,1422,1373,0,4
994,1424,1375,0,5
995,1425,1376,0,5
996,1426,1377,0,3
997,1427,1378,0,1
998,1428,1379,0,3
999,1429,1380,0,5
1000,1432,1383,0,3
1001,1436,1387,0,5
1002,1438,1389,0,3
1003,1439,1390,0,1
1004,1442,1393,1,3
1005,1444,1395,1,4
1006,1445,1396,0,3
1007,1446,1397,0,5
1008,1447,1398,0,4
1009,1449,1400,0,1
1010,1451,1402,0,2
1011,1452,1403,0,4
1012,1457,1408,0,3
1013,1458,1409,0,3
1014,1460,1411,0,5
1015,1461,1412,0,3
1016,1462,1413,0,2
1017,1464,1415,0,5
1018,1465,1416,0,4
1019,1466,1417,0,2
1020,1467,1418,0,3
1021,1468,1419,0,3
1022,1469,1420,0,4
1023,1470,1421,0,3
1024,1471,1422,0,2
1025,1472,1423,0,5
1026,1473,1424,0,3
1027,1476,1427,0,1
1028,1477,1428,0,2
1029,1479,1430,0,3
1030,1480,1431,0,5
1031,1483,1434,0,5
1032,1484,1435,0,3
1033,1486,1437,0,4
1034,1488,1439,0,4
1035,1490,1441,0,3
1036,1491,1442,0,5
1037,1492,1443,0,2
1038,1493,1444,0,3
1039,1494,1445,0,5
1040,1498,1449,0,1
1041,1501,1452,1,2
1042,1503,1454,0,1
1043,1504,1455,0,3
1044,1505,1456,0,4
1045,1507,1458,0,5
1046,1509,1460,0,3
1047,1510,1461,0,5
1048,1512,1463,0,3
1049,1513,1464,0,5
1050,1514,1465,0,4
1051,1515,1466,0,5
1052,1516,1467,0,1
1053,1518,1469,0,4
1054,1520,1471,0,5
1055,1521,1472,0,2
1056,1523,1474,0,1
1057,1527,1478,0,5
1058,1529,1480,0,5
1059,1530,1481,0,4
1060,1531,1482,0,5
1061,1532,1483,0,5
1062,1533,1484,0,4
1063,1534,1485,0,4
1064,1535,1486,0,2
1065,1537,1488,0,1
1066,1538,1489,0,5
1067,1539,1490,0,3
1068,1540,1491,0,2
1069,1541,1387,0,5
1070,1542,1492,0,5
1071,1543,1493,0,3
1072,1545,1495,0,1
1073,1546,1496,0,3
1074,1547,1497,0,5
1075,1548,1498,0,4
1076,1549,1499,0,2
1077,1551,1500,0,2
1078,1552,1501,0,5
1079,1553,1502,0,4
1080,1555,1390,0,1
1081,1556,1504,0,4
1082,1557,1505,0,2
1083,1558,1506,0,5
1084,1559,1507,0,2
1085,1560,1508,0,4
1086,1562,1510,0,1
1087,1563,1511,0,4
1088,1564,1512,0,4
1089,1565,1513,0,3
1090,1566,1514,0,3
1091,1567,1515,0,5
1092,1570,1518,0,3
1093,1571,1519,0,5
1094,1572,1520,0,1
1095,1573,1521,0,4
1096,1574,1522,0,5
1097,1575,1523,0,2
1098,1576,1524,0,2
1099,1577,1525,0,5
1100,1579,1527,0,1
1101,1580,1528,0,2
1102,1581,1529,0,3
1103,1582,1530,0,4
1104,1583,1531,0,2
1105,1584,1532,0,5
1106,1585,1533,0,5
1107,1586,1534,0,5
1108,1587,1535,0,4
1109,1589,1537,0,1
1110,1590,1538,0,3
1111,1591,1539,0,2
1112,1592,1540,0,2
1113,1593,1541,0,3
1114,1594,1542,0,1
1115,1595,1543,0,4
1116,1596,1544,0,1
1117,1597,1545,0,5
1118,1598,1546,0,4
1119,1599,1547,0,2
1120,1600,1548,0,2
1121,1601,1549,0,2
1122,1602,1549,0,2
1123,1603,1550,0,3
1124,1604,1551,0,1
1125,1605,1552,0,3
1126,1607,1554,0,2
1127,1609,1556,0,1
1128,1610,1557,0,5
1129,1611,1558,0,3
1130,1612,1559,0,1
1131,1614,1561,0,4
1132,1615,1562,0,4
1133,1616,1563,0,1
1134,1618,1565,0,2
1135,1619,1566,0,2
1136,1620,1567,0,1
1137,1621,1568,0,3
1138,1622,1569,0,2
1139,1623,1570,0,5
1140,1624,1571,0,3
1141,1626,1573,0,1
1142,1627,1574,0,4
1143,1628,1575,0,3
1144,1629,1576,0,1
1145,1630,1577,0,4
1146,1631,1578,0,4
1147,1632,1579,1,2
1148,1633,1580,0,1
1149,1635,1582,0,5
1150,1636,1583,1,4
1151,1637,1584,0,1
1152,1638,1585,0,4
1153,1639,1586,0,5
1154,1642,1589,0,5
1155,1643,1590,0,4
1156,1644,1591,0,2
1157,1645,1592,0,5
1158,1646,1593,0,5
1159,1648,1595,0,3
1160,1650,1597,0,5
1161,1651,1598,0,4
1162,1652,1599,0,1
1163,1653,1600,0,3
1164,1655,1602,1,5
1165,1656,1603,0,1
1166,1657,1604,0,4
1167,1658,1598,0,4
1168,1659,1605,0,3
1169,1660,1606,0,5
1170,1661,1607,0,2
1171,1662,1608,0,2
1172,1665,1611,0,3
1173,1666,1612,0,1
1174,1668,1614,0,5
1175,1669,1615,0,4
1176,1670,1616,0,2
1177,1672,1618,0,5
1178,1673,1619,0,4
1179,1674,1620,0,4
1180,1675,1621,0,4
1181,1677,1620,0,4
1182,1678,1623,0,3
1183,1679,1624,0,3
1184,1680,1625,0,2
1185,1681,1626,0,5
1186,1682,1627,0,1
1187,1684,1629,0,2
1188,1686,1631,0,1
1189,1687,1632,0,3
1190,1688,1633,0,3
1191,1689,1634,0,3
1192,1690,1635,0,1
1193,1691,1636,1,5
1194,1693,1638,0,1
1195,1694,1639,0,1
1196,1695,1640,0,5
1197,1696,1641,0,1
1198,1697,1641,0,1
1199,1698,1642,0,3
1200,1700,1644,0,5
1201,1701,1645,0,3
1202,1702,1646,0,1
1203,1705,1649,0,3
1204,1706,1649,0,3
1205,1707,1650,0,5
1206,1708,1651,0,2
1207,1709,1652,0,4
1208,1710,1653,0,1
1209,1711,1654,0,2
1210,1712,1655,0,5
1211,1713,1656,0,2
1212,1714,1657,0,4
1213,1715,1658,0,4
1214,1717,1660,0,3
1215,1721,1664,0,5
1216,1722,1665,0,3
1217,1725,1668,1,1
1218,1726,1669,0,4
1219,1729,1672,0,3
1220,1730,1673,0,4
1221,1732,1675,0,1
1222,1734,1677,0,5
1223,1735,1678,0,4
1224,1736,1679,0,1
1225,1739,1680,0,1
1226,1741,1682,0,5
1227,1742,1683,0,5
1228,1743,1684,0,2
1229,1746,1687,0,1
1230,1747,1688,0,2
1231,1748,1689,0,4
1232,1749,1690,0,5
1233,1750,1691,0,3
1234,1751,1692,0,5
1235,1752,1693,0,2
1236,1756,1697,0,4
1237,1757,1698,0,3
1238,1758,1699,0,5
1239,1760,1701,0,5
1240,1761,1702,0,3
1241,1762,1703,0,2
1242,1765,1705,0,5
1243,1766,1706,0,3
1244,1767,1707,0,2
1245,1769,1708,0,4
1246,1770,1709,0,3
1247,1772,1711,0,5
1248,1774,1713,0,2
1249,1775,1714,0,2
1250,1776,1715,0,2
1251,1777,1716,0,5
1252,1779,1718,0,4
1253,1780,1719,0,3
1254,1781,1720,0,1
1255,1782,1721,0,4
1256,1783,1722,0,5
1257,1784,1723,0,4
1258,1785,1724,0,5
